ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,ax5,ay5,az5,gx5,gy5,gz5,ax6,ay6,az6,gx6,gy6,gz6,ax7,ay7,az7,gx7,gy7,gz7,ax8,ay8,az8,gx8,gy8,gz8,ax9,ay9,az9,gx9,gy9,gz9,ax10,ay10,az10,gx10,gy10,gz10,ax11,ay11,az11,gx11,gy11,gz11,ax12,ay12,az12,gx12,gy12,gz12,ax13,ay13,az13,gx13,gy13,gz13,ax14,ay14,az14,gx14,gy14,gz14,label
1.22,6.03,-17.86,179.12,-146.44,32.88,-15.81,1.07,1.1,-14.56,735.63,113.81,-9.03,-10.27,8.53,4.44,42.31,67.0,0.37,1.8,-1.27,29.12,-40.38,-23.06,-0.34,-1.57,-0.95,18.5,26.69,-8.0,0.14,-1.29,0.91,-33.81,10.88,-12.25,0.36,-0.27,0.29,-4.56,-4.5,-9.94,0.34,-0.56,0.0,1.19,-7.25,-4.12,0.13,-0.59,0.09,-6.19,-6.69,-0.13,0.25,-0.26,-0.02,-3.62,-7.56,1.37,0.09,-0.21,-0.07,-1.62,-5.0,3.69,0.02,-0.25,-0.07,-2.25,-2.75,1.0,0.16,0.28,0.03,4.44,-2.94,-0.94,0.09,-0.13,0.07,6.56,-4.56,-0.69,0.11,-0.33,0.1,4.0,-5.19,-2.87,leftSwap
0.05,2.88,3.64,-13.25,-18.5,143.13,-0.21,0.99,6.39,5.5,-102.31,180.25,0.45,-1.56,-8.27,203.75,-210.69,145.69,-7.14,4.0,-12.63,17.69,431.13,156.19,-21.02,-1.89,-0.48,-83.06,379.0,262.75,-3.61,-1.74,4.59,142.94,-55.19,-9.0,0.51,-2.63,-1.32,-54.88,-1.44,-31.62,0.07,0.53,0.38,9.19,-1.25,1.5,0.2,-0.01,0.9,-0.37,-7.94,-5.25,0.18,-1.23,0.37,-7.87,-15.69,-9.5,0.35,-0.51,0.22,-2.44,-14.63,-0.81,0.35,-0.31,0.22,-3.25,-7.25,0.25,0.17,-0.35,0.15,3.25,-4.25,-2.44,-0.12,-0.55,0.21,4.87,-2.87,-2.25,0.03,-0.85,0.37,-5.31,-5.56,-3.25,leftSwap
-0.37,1.32,2.8,-58.44,-152.75,128.87,0.23,-4.09,-5.51,167.5,-163.75,58.31,-4.34,8.52,-14.65,300.62,308.06,14.06,-15.19,-13.18,2.49,-112.19,502.13,280.12,-4.96,-3.12,3.53,27.81,-74.69,-9.75,0.39,-1.9,-1.31,-37.81,-30.5,-19.31,0.53,1.21,0.13,21.5,2.37,-5.62,-0.37,0.11,0.73,-5.19,-4.25,-8.5,-0.06,-0.82,0.1,-4.12,-18.06,-8.0,-0.34,-0.5,-0.27,8.75,-15.56,-6.69,-0.34,-0.54,0.19,14.38,-16.06,-12.19,-0.21,-0.75,0.2,5.62,-15.13,-13.5,-0.1,-0.68,0.16,7.25,-17.06,-14.75,-0.4,-0.49,0.05,8.63,-19.19,-19.06,-0.14,-0.36,0.32,12.56,-20.69,-22.5,leftSwap
-0.05,-0.66,1.23,33.81,-33.81,1.37,0.94,-0.06,2.68,71.12,-61.25,18.56,1.64,1.84,1.82,136.31,-139.81,57.88,-3.65,4.2,-17.97,157.5,-12.69,137.62,-14.1,1.55,-1.47,-13.69,568.37,250.0,-15.39,-8.14,8.33,-2.75,121.81,145.12,0.53,-0.27,-0.72,0.94,-47.31,-29.75,0.6,0.19,-1.02,44.31,-5.62,-18.94,-0.33,0.78,0.77,8.38,20.62,-11.5,0.01,-0.16,0.41,-5.0,9.38,-13.0,-0.25,0.43,0.24,9.25,-9.06,-4.12,-0.02,-0.18,0.04,2.31,-6.69,-4.37,0.06,-0.04,-0.04,5.62,-6.44,-3.69,-0.03,-0.29,0.03,4.75,-3.44,-2.12,-0.3,-0.29,0.01,0.69,-4.25,-1.81,leftSwap
0.15,0.75,3.12,37.94,-73.81,118.31,1.88,-1.49,1.14,72.44,-112.19,116.81,4.11,6.36,-19.58,141.81,-90.31,115.25,-17.65,-0.82,-3.79,-46.19,644.75,259.44,-18.7,-8.43,9.71,10.13,154.56,89.62,1.65,1.02,0.12,-24.75,-79.0,-48.31,0.0,-0.38,-1.11,39.0,-61.37,-1.44,-0.24,-1.1,0.05,5.37,-14.75,-5.75,0.59,-0.75,0.57,2.5,-20.25,-16.75,0.76,-0.18,-0.07,-1.75,-20.31,-5.75,-0.09,-0.9,-0.3,-9.75,-3.94,-3.75,-0.02,-0.39,-0.13,-4.94,1.81,-0.56,-0.35,-0.24,0.28,-0.81,-1.94,-2.5,-0.26,-0.62,0.23,-8.5,-5.37,-5.81,-0.13,-0.36,0.19,4.75,-7.94,-1.06,leftSwap
0.26,0.54,2.21,14.13,-34.44,16.12,0.7,0.65,2.48,42.75,-94.44,45.56,1.71,-0.07,0.81,-6.0,-134.63,45.0,3.56,6.98,-13.9,221.19,-177.69,93.56,-14.44,5.36,-13.06,-183.5,793.37,240.0,-17.62,-0.11,12.24,115.75,122.87,187.75,2.83,-0.14,-1.71,-1.5,-79.0,-5.06,0.53,0.42,-1.68,34.88,-0.69,-21.81,-0.17,0.28,0.4,35.38,-8.56,-14.75,0.16,0.0,0.63,-0.56,-10.56,-20.75,0.28,-0.5,0.29,-0.06,-5.44,-6.06,-0.05,-0.28,0.18,-6.5,-9.44,-3.69,-0.22,-0.27,-0.16,-7.31,-8.94,-2.19,-0.09,-0.06,-0.19,1.12,-7.19,-2.87,-0.05,-0.07,-0.02,1.81,-4.87,-1.94,leftSwap
0.22,1.13,2.57,90.0,-67.37,69.44,1.54,-0.22,2.25,126.38,-130.06,95.81,6.36,8.45,-17.41,397.31,-119.69,149.62,-9.78,-2.55,-1.22,-193.87,598.62,174.94,-14.94,-3.08,7.69,85.56,283.19,139.31,-1.47,1.75,1.09,122.87,-58.5,-32.13,1.04,0.4,-1.78,27.62,-8.75,1.87,-0.62,0.52,0.36,6.69,11.12,6.69,-0.48,-0.24,0.47,-15.13,-1.87,-11.0,-0.09,0.63,-0.17,20.44,-17.75,-9.5,-0.33,-0.35,-0.09,0.88,-11.69,-3.81,-0.2,-0.23,-0.22,-0.94,-6.56,-3.75,-0.25,-0.32,0.04,-3.06,-6.31,-5.19,-0.13,-0.18,0.0,-0.69,-5.12,-2.0,-0.32,-0.56,-0.03,0.88,-1.25,-1.81,leftSwap
-0.05,0.87,2.53,30.62,-20.06,20.31,1.15,0.62,2.81,103.06,-90.25,63.94,5.3,-0.03,-9.8,199.0,-133.37,170.5,-10.1,5.27,-17.05,-75.94,528.69,166.75,-23.24,-5.73,5.65,101.19,319.44,226.94,-0.98,-1.98,3.16,61.94,-62.44,-16.25,0.72,0.66,-0.74,33.25,-30.81,-16.56,-0.21,-0.29,0.23,18.06,-7.87,-4.06,0.14,0.19,0.53,-1.37,-0.69,-15.0,-0.13,-0.51,0.39,-1.0,-14.94,1.87,-0.51,0.01,0.49,2.0,-12.69,2.5,-0.29,-0.48,0.39,14.25,-12.81,-0.37,-0.23,-0.65,0.33,11.19,-14.5,4.12,-0.09,-0.46,0.42,-6.62,-3.87,-3.69,-0.15,-0.41,0.36,3.37,-6.44,-1.19,leftSwap
-0.15,1.39,2.88,23.38,-26.06,43.13,1.6,-1.29,3.04,52.44,-122.81,65.25,4.36,1.61,-9.96,134.19,-192.06,52.38,-6.99,5.0,-9.34,-121.37,655.0,194.69,-16.74,-5.68,8.64,57.38,295.44,240.19,-1.95,-2.57,5.4,50.06,-56.69,-34.44,0.71,0.49,-1.63,7.19,-57.94,-31.06,0.2,0.86,-0.58,44.69,-40.19,-1.37,0.67,0.09,0.35,0.5,-5.19,-9.94,0.06,0.02,0.33,0.37,0.56,5.69,0.04,-0.45,0.29,2.75,-3.19,3.69,0.08,-0.61,0.27,2.37,-4.25,1.5,0.04,-0.46,0.3,-0.19,-1.87,-0.94,-0.15,-0.57,0.39,4.62,-1.25,0.0,-0.13,-0.68,0.35,-0.06,-1.06,-2.37,leftSwap
0.66,-0.35,2.21,-29.37,-97.94,112.56,3.51,-2.38,-4.76,131.19,-133.81,83.19,-6.02,8.14,-17.74,3.62,531.13,67.75,-22.69,-3.86,3.4,-75.44,341.0,227.81,-3.47,-3.64,4.56,50.06,-61.19,-24.87,1.21,-0.76,-3.89,-35.81,-63.06,-37.5,0.21,0.05,-0.74,41.56,-32.75,13.44,0.04,-0.72,0.8,-27.56,-3.69,-11.06,0.39,0.11,0.1,0.81,-16.31,-9.25,0.0,0.14,0.0,1.0,-15.69,5.37,0.1,-0.01,0.08,10.0,-7.25,1.56,-0.08,-0.28,0.1,4.44,-3.62,-3.56,0.0,-0.39,0.14,3.37,-4.31,-1.12,-0.09,-0.63,0.02,-1.31,-2.0,-4.56,-0.06,-0.26,0.0,-0.19,-2.12,-3.69,leftSwap
1.59,-2.16,1.83,99.56,-159.37,128.62,2.88,2.78,-8.38,105.37,-243.25,45.75,-9.72,6.46,-8.57,-163.31,762.25,215.12,-20.02,2.59,9.66,205.19,240.69,181.63,-0.68,-3.35,0.83,43.5,-94.5,-33.19,0.72,1.19,-2.41,70.44,-35.81,-9.31,-0.42,-0.23,-0.13,21.81,6.81,-15.56,-0.11,0.1,0.22,-13.19,-9.31,-22.37,-0.32,-0.81,0.5,-43.0,-9.31,-8.81,-0.05,-0.29,0.07,-33.75,-10.69,-5.69,0.04,0.11,-0.07,-1.62,-6.81,-3.5,0.0,-0.19,0.0,0.06,-2.87,-1.25,-0.07,-0.4,0.03,0.75,-3.0,-0.06,-0.21,-0.23,-0.01,3.75,-1.06,-0.25,-0.32,-0.36,-0.07,2.69,-1.25,-1.25,leftSwap
