ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,ax5,ay5,az5,gx5,gy5,gz5,ax6,ay6,az6,gx6,gy6,gz6,ax7,ay7,az7,gx7,gy7,gz7,ax8,ay8,az8,gx8,gy8,gz8,ax9,ay9,az9,gx9,gy9,gz9,ax10,ay10,az10,gx10,gy10,gz10,ax11,ay11,az11,gx11,gy11,gz11,ax12,ay12,az12,gx12,gy12,gz12,ax13,ay13,az13,gx13,gy13,gz13,ax14,ay14,az14,gx14,gy14,gz14,label
0.5,1.1,2.85,-52.31,50.0,103.12,-5.25,-3.2,5.03,-88.12,-76.69,76.25,-11.26,-6.58,-11.63,36.0,-204.06,-215.81,-5.06,8.41,-13.84,5.25,170.31,-362.25,-3.87,15.27,-2.27,54.81,410.94,26.06,-5.09,6.49,12.65,48.56,148.56,324.12,-6.61,-2.03,3.56,18.19,-200.62,212.19,-5.04,-3.36,-4.77,-108.37,-238.12,8.06,-0.77,-1.03,-6.34,-117.69,-85.38,-123.0,0.74,3.43,-2.21,0.5,25.62,-77.19,0.97,1.65,0.75,-25.62,21.44,-6.37,0.35,-0.06,0.43,5.69,-1.94,9.75,-0.23,-0.08,-0.47,7.56,-10.25,2.06,-0.14,0.2,-0.82,-5.94,1.81,2.19,-0.02,0.46,-0.18,6.87,2.37,2.44,circleCW
0.77,1.13,-1.21,-46.94,43.69,25.56,2.4,1.51,0.13,-36.44,64.19,97.56,-3.03,-2.2,9.14,-70.94,-59.63,80.94,-9.62,-8.84,-9.47,-8.69,-181.5,-162.62,-3.62,4.87,-13.85,-79.06,208.06,-329.25,-2.25,23.14,3.66,90.5,356.81,62.38,-6.11,1.01,12.64,26.37,135.63,331.87,-8.75,-4.45,3.63,-52.75,-188.5,181.75,-6.84,-0.83,-3.63,-65.5,-255.5,1.25,-1.72,-0.22,-6.22,-142.62,-111.62,-138.69,0.86,5.21,-2.79,26.44,7.5,-76.75,1.7,2.03,0.67,-30.5,21.62,-16.31,0.13,0.97,0.4,-11.75,3.69,9.38,0.23,0.19,-0.32,33.25,-0.69,9.5,-0.04,-0.96,-0.19,32.19,12.13,8.5,circleCW
-5.88,-1.45,7.77,-75.37,-31.31,114.94,-6.45,-6.42,-5.91,-50.69,-185.88,-121.31,-5.52,0.74,-15.97,-39.31,88.0,-353.25,-5.02,13.52,-0.8,23.12,426.75,43.63,-7.21,-0.41,9.36,-106.81,168.19,367.87,-10.68,-6.7,5.78,-42.44,-201.0,178.69,-6.24,-3.46,-4.14,-67.25,-247.44,7.37,-1.16,-0.09,-5.6,-97.44,-107.5,-93.94,0.0,2.62,-2.42,-21.75,11.88,-44.06,0.66,1.27,-0.5,-19.75,-5.5,-12.44,0.39,-0.04,-0.37,20.12,-4.75,0.88,-0.16,-0.59,-0.36,-4.19,3.44,-4.44,0.04,-0.5,-0.53,-9.5,5.37,-8.5,-0.04,0.01,0.06,0.88,7.37,-1.5,-0.15,-0.61,-0.49,5.37,1.19,-1.19,circleCW
1.09,2.14,0.26,-20.31,7.31,41.13,2.55,0.94,2.3,-88.31,31.06,118.31,-6.84,-8.98,-1.94,-122.37,-54.5,-26.5,-9.13,1.68,-12.74,32.06,-16.87,-295.37,-7.89,16.53,-4.16,4.5,389.19,-234.56,-7.36,7.49,20.25,-121.37,275.5,294.0,-14.12,-3.65,8.07,-86.5,-42.19,299.0,-8.37,-1.7,0.23,7.31,-207.87,104.31,-4.62,-1.46,-4.67,-110.5,-228.62,-47.13,0.02,0.25,-4.54,-112.44,-83.12,-130.94,1.17,2.71,-3.68,-24.0,15.5,-100.31,0.98,3.22,0.2,-7.0,41.25,-13.0,-0.36,1.46,0.67,-17.62,6.69,10.25,-1.02,1.3,-0.29,-15.81,-0.13,4.5,-0.68,0.82,-0.51,1.19,5.12,-5.19,circleCW
-5.24,-6.72,-0.88,-127.0,-56.06,23.12,-10.23,-2.56,-11.03,52.69,-47.5,-261.62,-6.79,16.88,-6.98,12.69,330.81,-281.13,-2.46,11.38,14.3,45.06,426.0,240.19,-13.59,2.62,13.07,-139.19,50.75,261.5,-7.91,-1.38,-1.05,-36.88,-226.31,129.19,-5.39,-3.08,-5.76,-180.63,-233.63,-13.31,-1.75,0.23,-5.74,-89.44,-118.81,-111.31,0.05,1.75,-3.3,8.94,-0.69,-112.12,0.55,3.23,0.1,-15.81,48.5,-63.69,0.53,1.4,0.87,-2.87,17.5,-0.31,-0.57,-0.94,-0.5,40.31,6.0,33.13,-0.54,1.45,-1.06,-12.06,14.38,16.5,-0.33,0.34,-0.57,15.0,12.25,-2.81,-0.53,0.68,-0.31,-11.44,12.06,-4.19,circleCW
-0.6,6.29,5.63,-77.56,61.94,164.81,-7.07,-9.38,-1.46,-88.62,-194.44,41.25,-8.11,-5.83,-13.76,-15.63,-46.25,-263.87,-8.86,16.98,-8.4,177.19,263.81,-304.81,-2.12,20.4,3.76,-10.44,464.75,128.87,-13.11,2.68,15.67,-69.69,71.25,314.38,-9.62,-3.04,0.43,16.56,-248.25,135.63,-6.54,-2.82,-5.71,-187.69,-225.0,-40.25,-0.73,1.45,-6.34,-65.37,-59.94,-164.75,0.67,5.06,-1.01,32.63,33.31,-49.75,0.58,1.54,0.09,-45.0,10.38,15.38,-0.89,-1.0,-1.19,10.0,7.06,12.31,-0.61,-0.63,-1.05,4.19,19.19,-14.63,-0.05,0.86,0.53,-21.94,32.38,-19.87,-0.34,0.98,0.08,-18.94,6.25,-2.44,circleCW
-0.74,1.01,3.59,-89.56,-35.69,83.69,-2.96,-6.12,-3.52,-99.56,-109.06,-5.87,-4.55,-1.97,-12.72,-56.69,133.5,-254.13,-11.19,15.56,-2.6,203.25,378.12,-120.62,-11.52,3.36,14.92,-94.87,308.31,374.19,-15.73,-7.32,6.32,-175.62,-189.94,229.94,-7.54,-0.58,-3.08,-108.5,-270.81,49.75,-5.19,-2.33,-5.63,-190.81,-177.5,-143.69,-1.17,2.64,-4.24,-44.63,-4.87,-148.19,1.3,2.89,-1.67,-17.75,47.44,-64.56,1.12,1.96,0.65,-14.44,27.0,-4.44,-0.29,0.9,-0.13,2.12,10.06,22.0,-0.56,-0.52,-0.45,27.31,7.94,11.44,-0.37,0.15,-0.47,-5.75,13.62,3.87,-0.01,0.21,-0.25,-0.56,9.81,3.81,circleCW
-3.06,-3.63,0.52,-88.19,-58.19,64.69,-6.33,-5.45,-11.06,-20.0,-39.56,-221.56,-9.56,9.77,-11.7,68.69,350.5,-331.69,-5.8,11.09,11.44,-207.81,360.06,260.81,-10.25,-7.21,7.25,-258.69,-77.12,297.37,-1.24,-1.04,-2.2,17.12,-134.25,163.19,-3.76,-2.78,-2.37,-163.5,-149.87,-19.44,-4.7,-1.21,-3.94,-42.81,-155.63,-118.37,0.39,1.92,-3.97,-42.75,-50.44,-114.88,0.91,2.9,-1.59,-5.87,28.62,-31.81,-0.05,0.41,-0.45,-17.06,30.37,-3.25,0.27,0.43,-0.37,-5.12,12.37,-7.87,-0.46,-0.31,0.35,-5.69,13.0,-6.19,-0.5,0.67,-0.16,-9.88,16.0,-2.19,-0.02,0.32,0.05,7.81,7.81,-2.69,circleCW
-2.72,-2.83,0.64,-87.94,-105.63,52.31,-7.12,-7.71,-7.37,-84.31,-87.37,-187.81,-7.02,13.85,-10.49,22.31,247.37,-274.44,2.16,14.6,2.18,37.25,365.56,212.88,-8.54,6.0,11.01,0.19,165.0,328.81,-7.44,-3.11,2.6,-38.56,-230.87,128.25,-6.67,-2.13,-4.97,-115.75,-245.88,-0.44,-1.69,-0.38,-6.11,-113.5,-126.5,-101.31,1.15,2.47,-4.02,-34.13,1.87,-102.81,0.97,2.64,-0.14,-10.25,34.88,-26.94,0.86,-0.48,0.25,-29.94,-2.19,13.5,-0.57,1.6,-0.13,12.88,-3.56,-0.62,0.04,0.29,-0.54,36.75,6.81,3.12,0.19,0.24,-0.01,9.81,16.12,-1.31,0.14,0.56,0.07,7.31,5.75,-1.06,circleCW
-0.1,0.11,2.63,-78.69,-5.87,112.0,-5.15,-6.32,-2.52,-96.87,-82.5,-31.87,-8.65,-2.19,-7.27,-32.0,47.44,-295.81,-3.03,12.69,-7.1,10.81,285.38,-200.0,1.99,15.12,6.53,108.94,311.44,285.94,-8.25,-2.88,12.0,59.81,27.25,311.25,-9.02,-1.86,1.62,-41.44,-219.69,112.75,-5.48,-1.08,-3.96,-59.38,-246.31,-1.25,-2.06,-1.82,-5.62,-147.87,-145.62,-128.69,1.36,3.22,-3.07,-22.31,-21.0,-123.75,2.24,3.87,-0.61,12.88,6.62,-12.56,0.19,0.57,-0.88,17.94,2.69,22.5,-0.78,-0.62,-0.53,22.5,13.25,4.19,-0.45,-0.49,-0.13,4.81,23.5,-7.69,-0.23,0.39,0.36,4.81,32.25,-8.0,circleCW
0.16,0.46,1.0,83.06,-36.94,84.62,1.64,0.47,0.14,55.56,28.75,144.25,-8.82,-1.46,9.25,6.5,-33.5,104.63,-13.1,-5.14,-6.09,304.19,-585.81,107.94,-7.0,-9.67,-19.62,-86.5,-282.0,-24.94,0.93,-2.69,-4.05,34.88,251.31,-4.75,-1.3,2.6,-0.29,-120.19,160.94,-12.94,-0.29,-1.39,1.03,63.56,83.81,-20.62,-0.27,-1.5,-0.44,-6.25,62.5,-22.19,0.14,-0.47,0.0,-6.0,39.19,-15.13,0.01,-0.1,-0.08,-8.94,31.37,-12.81,-0.14,-0.46,0.16,-44.75,13.44,-9.44,-0.34,0.12,0.0,-17.75,16.5,-5.12,-0.31,-0.28,0.13,-1.12,14.75,-6.37,-0.34,-0.28,0.23,-16.75,26.69,-7.94,leftSwap
-0.57,-0.73,2.59,-26.06,12.44,57.25,-2.83,-5.99,3.57,168.25,-54.06,44.25,-13.68,-5.15,2.85,255.37,-368.25,-64.81,-3.53,0.26,-11.03,339.75,-515.94,36.44,-5.28,-6.11,-11.4,135.19,-46.25,-11.31,-0.37,1.28,-0.11,-64.44,86.37,-6.37,0.66,0.07,-0.38,-27.81,100.25,2.0,-0.4,-1.03,-0.29,-26.81,106.94,-13.69,-1.09,0.6,1.05,-31.75,85.25,-20.25,-0.79,1.66,1.77,-49.69,88.12,-27.81,-0.65,1.29,1.06,-78.81,82.44,-7.69,-0.77,2.01,1.01,-30.0,86.0,-7.06,-0.73,0.47,1.63,-84.75,49.19,-8.81,-0.58,0.44,0.97,-121.81,54.44,-10.69,-0.42,-0.67,0.32,-74.37,32.0,-5.87,leftSwap
-0.3,-0.98,1.92,59.25,-5.12,57.88,-5.29,-5.19,3.72,313.25,-110.81,100.5,-6.76,-2.88,-0.51,374.81,-454.81,99.0,-3.28,4.03,-7.05,44.63,-319.06,105.81,-0.96,-1.11,-4.92,-98.37,54.81,4.75,-1.01,0.06,-0.56,-116.25,118.37,-12.69,-0.83,1.66,1.39,-110.06,109.31,-14.63,-0.72,1.54,1.64,-102.38,89.37,-11.44,-0.42,-0.78,0.52,-60.38,76.62,-8.56,-0.27,-0.26,0.78,-56.13,47.25,-7.06,-0.43,0.83,1.21,-101.5,39.69,-14.63,-0.7,0.5,0.62,-109.94,38.56,-1.75,-0.65,-0.27,0.16,-99.25,42.38,-2.25,-0.35,-0.58,-0.14,-57.0,42.0,-2.5,0.27,0.62,-0.34,-67.81,43.63,7.31,leftSwap
-0.71,-0.15,1.6,57.0,-14.25,45.0,-0.7,-5.86,5.21,174.5,10.56,137.56,-22.83,-14.37,0.06,468.37,-590.88,-29.0,-2.89,-5.4,2.41,-163.31,-191.06,-83.81,0.39,-1.36,-6.25,49.69,159.25,4.62,-0.82,-3.65,2.32,-64.06,104.38,5.5,0.18,-2.87,0.7,-52.19,80.81,-25.81,-0.16,-0.35,-0.48,-36.94,60.5,-25.44,-0.1,-1.01,0.0,-20.25,40.94,-10.94,-0.06,-0.44,0.0,-57.0,38.94,-9.81,-0.04,-0.01,0.34,-94.19,48.5,-5.37,0.18,0.09,-0.23,-93.56,30.5,-3.0,-0.16,-1.09,-0.59,-85.25,50.31,7.94,-0.03,-1.05,-0.04,-91.31,33.5,-2.0,-0.22,-0.22,0.29,-52.56,19.0,0.88,leftSwap
-6.69,-5.65,10.56,267.13,11.19,164.56,-11.17,-7.89,-5.34,410.13,-656.81,13.81,-4.43,-11.0,-14.79,113.62,-329.56,15.75,-0.82,-0.64,-4.23,16.5,142.13,32.88,-0.33,-2.13,1.27,1.5,96.94,-3.5,0.35,-1.36,-2.05,-67.31,85.0,-18.75,0.45,-0.75,-1.53,-37.19,90.62,-16.5,0.02,-0.35,-0.37,-98.25,94.31,-2.0,0.29,-1.24,-0.92,-52.56,70.87,10.94,-0.28,-0.68,-0.01,-86.12,38.69,9.69,-0.95,-0.93,0.59,-71.37,49.81,4.62,-0.2,-0.6,0.39,-59.0,22.81,0.62,-0.05,-0.39,0.21,-48.25,24.56,0.25,-0.2,0.0,-0.17,-36.94,26.81,10.56,-0.04,-0.45,0.16,-24.19,26.94,13.56,leftSwap
-9.61,-1.99,6.89,335.44,-372.81,79.31,-0.79,0.32,-5.85,202.94,-484.94,119.19,-6.21,-2.36,-10.38,103.25,26.81,23.06,-0.66,-1.58,0.14,-53.81,78.44,13.69,-0.02,1.24,1.99,-72.0,70.37,-15.5,-1.02,0.6,1.4,-91.44,87.12,-20.25,-0.87,-0.06,0.52,-100.0,89.25,-12.81,-0.21,-0.59,0.42,-85.38,76.12,-8.19,-0.23,0.44,0.36,-102.62,64.81,-3.12,-0.88,0.4,0.7,-142.25,70.12,19.62,-0.59,-1.04,-0.02,-65.19,56.13,25.44,-0.55,-0.41,0.46,-71.87,51.19,31.87,-0.14,-0.39,0.15,-26.94,24.94,19.37,0.0,-0.37,0.06,-14.38,18.0,0.5,-0.15,-0.25,-0.07,3.75,11.19,6.0,leftSwap
-12.7,-6.38,1.59,512.06,-463.37,-102.5,1.35,11.52,0.02,184.75,-344.44,134.19,-4.5,-4.73,-7.99,107.69,-65.94,19.62,-0.39,-1.79,-2.06,-92.81,75.0,-28.12,-0.27,0.16,-1.24,-90.12,85.75,-25.31,0.3,-0.47,-0.73,-119.56,96.94,-13.44,-0.07,0.35,-0.49,-89.0,105.94,-15.25,-0.42,-0.45,0.24,-64.69,88.5,-0.37,0.22,-0.71,-0.78,-30.12,60.0,7.19,0.26,-0.66,-0.51,-69.19,51.06,10.31,0.26,-0.37,-0.87,-114.88,26.69,-4.25,0.08,0.3,-0.18,-96.06,37.19,4.12,-0.35,0.67,0.09,-39.44,22.81,9.06,-0.35,0.3,0.1,-37.94,25.06,15.5,0.06,0.2,0.02,-13.19,28.5,5.75,leftSwap
0.16,0.57,0.38,11.56,5.5,25.69,-0.05,-0.82,1.43,65.81,7.06,69.56,0.19,-2.36,0.97,218.31,11.31,84.13,-10.7,-5.74,12.19,103.0,-180.06,5.12,0.28,3.95,-10.08,242.75,-552.69,39.44,-5.4,-3.02,-10.57,87.12,-113.0,27.19,-1.88,-0.9,-4.78,-13.19,140.0,30.75,0.19,-2.89,-2.32,-37.44,119.06,11.56,-0.31,-1.48,0.15,-27.69,90.12,-9.44,-0.68,-0.33,0.9,55.31,60.25,-10.44,-0.75,1.08,1.21,-30.75,55.31,-27.31,-0.29,1.14,0.87,-64.56,52.81,-15.38,-0.38,-0.19,0.48,-78.69,61.0,0.75,-0.37,-0.02,0.05,-113.62,49.69,-3.12,-0.2,0.2,-0.31,-93.94,48.25,-10.19,leftSwap
-0.02,1.0,-0.83,259.19,-18.25,65.81,-1.34,-1.77,3.75,181.19,58.75,72.0,-11.84,2.07,11.06,24.31,-286.25,134.94,0.16,0.52,-12.76,-13.69,-542.69,96.56,-3.45,-4.95,-8.87,78.94,5.37,13.06,-0.13,0.82,-1.3,-94.69,91.56,-26.19,-0.18,0.36,1.82,7.31,78.19,-17.87,-1.13,0.21,1.12,-86.75,68.69,-3.0,-0.67,0.0,0.26,-62.5,60.75,-12.69,-0.1,-0.44,-0.94,-113.88,69.44,-4.37,0.01,-0.1,-0.43,-74.37,74.0,-9.44,-0.15,-0.21,-0.53,-83.31,65.06,2.75,-0.28,0.37,-0.25,-92.19,45.38,13.44,-0.48,0.61,-0.17,-57.13,42.38,15.25,-0.54,-1.05,-0.02,-52.94,44.38,19.62,leftSwap
0.27,-3.75,-1.24,341.38,-16.12,108.44,-6.88,2.9,12.99,87.75,-114.25,103.87,-10.98,-4.62,-0.41,302.31,-593.63,93.94,-9.24,-3.8,-17.24,46.63,-169.13,54.81,-0.64,-3.17,-3.4,11.06,175.19,-9.31,-0.42,-1.14,0.03,-28.87,122.19,-23.19,-0.59,-1.88,0.94,58.25,112.25,-32.5,-0.54,-0.69,-0.42,-2.87,98.87,-41.44,-0.71,-0.97,0.47,22.31,87.75,-30.62,-0.46,0.71,0.03,-166.81,82.31,-24.06,-0.15,0.06,-0.48,-137.81,61.63,-13.19,-0.48,0.97,-0.14,-67.56,40.31,-2.75,-0.53,-0.28,-0.25,-49.94,21.81,-13.44,-0.49,-0.4,-0.29,-96.94,26.69,-9.69,-0.55,0.95,0.24,-54.69,26.69,-1.37,leftSwap
0.13,-2.51,2.49,-32.38,39.69,30.5,-10.45,-13.98,2.65,372.56,-141.62,54.19,-9.73,-8.15,-8.64,545.06,-589.63,8.94,-6.38,-11.07,-6.92,-39.69,-224.75,-104.63,-1.88,-1.02,-3.12,165.94,116.75,25.19,-1.17,0.47,0.63,-147.19,95.94,-10.81,-1.05,0.9,0.86,-25.69,67.44,-3.75,-0.45,-0.5,0.08,-98.37,91.81,-28.12,0.17,-1.19,-1.21,-127.12,75.25,-18.0,-0.07,-0.19,-1.42,-148.44,63.19,-17.87,-0.03,0.71,-1.29,-128.38,63.19,0.62,-0.24,1.02,-0.74,-68.56,38.94,-7.06,-0.15,0.53,-0.17,-57.13,27.44,-4.5,-0.57,1.37,0.05,-47.13,16.12,-2.5,-0.82,0.12,-0.27,-4.62,21.81,17.12,leftSwap
